rank,score,source_path,source_dir,source_name,face_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_width,crop_height,size_bucket,image_width,image_height,crop_path
84,0.7762172818183899,data/inter-escort/37/qayqfp8w4k6ejxbchcarxxn1qqppzn0z.jpg,data/inter-escort/37,qayqfp8w4k6ejxbchcarxxn1qqppzn0z.jpg,0,285,212,979,1013,694,801,at_least_48,1242,1553,face_scores/crops/data__inter-escort__37__qayqfp8w4k6ejxbchcarxxn1qqppzn0z__face_00__score_0.7762.jpg
85,0.778547465801239,data/luxty_escort/group_221/g221_p1_photo_661@04-05-2026_21-43-12.jpg,data/luxty_escort/group_221,g221_p1_photo_661@04-05-2026_21-43-12.jpg,0,126,416,441,753,315,337,at_least_48,827,1280,face_scores/crops/data__luxty_escort__group_221__g221_p1_photo_661@04-05-2026_21-43-12__face_00__score_0.7785.jpg
86,0.7795294523239136,data/akykla/lana/465179.jpg,data/akykla/lana,465179.jpg,0,125,203,356,452,231,249,at_least_48,800,533,face_scores/crops/data__akykla__lana__465179__face_00__score_0.7795.jpg
87,0.7843210697174072,data/akykla/malena/367812.jpg,data/akykla/malena,367812.jpg,0,837,286,937,415,100,129,at_least_48,1078,719,face_scores/crops/data__akykla__malena__367812__face_00__score_0.7843.jpg
88,0.7885451316833496,data/akykla/elena2/654968.jpg,data/akykla/elena2,654968.jpg,0,224,158,325,270,101,112,at_least_48,534,800,face_scores/crops/data__akykla__elena2__654968__face_00__score_0.7885.jpg
89,0.7917292714118958,data/akykla/elena2/343292.jpg,data/akykla/elena2,343292.jpg,0,611,0,737,130,126,130,at_least_48,800,534,face_scores/crops/data__akykla__elena2__343292__face_00__score_0.7917.jpg
90,0.7938613891601562,data/luxty_escort/group_055/g055_p3_photo_165@04-05-2026_21-36-47.jpg,data/luxty_escort/group_055,g055_p3_photo_165@04-05-2026_21-36-47.jpg,0,138,111,366,376,228,265,at_least_48,699,1024,face_scores/crops/data__luxty_escort__group_055__g055_p3_photo_165@04-05-2026_21-36-47__face_00__score_0.7939.jpg
91,0.7949512004852295,data/inter-escort/32/2ujll0t3525qfdh186mjm6xgb3uvvoly.jpg,data/inter-escort/32,2ujll0t3525qfdh186mjm6xgb3uvvoly.jpg,0,108,135,752,984,644,849,at_least_48,1125,1326,face_scores/crops/data__inter-escort__32__2ujll0t3525qfdh186mjm6xgb3uvvoly__face_00__score_0.7950.jpg
92,0.796435534954071,data/luxty_escort/group_118/g118_p1_photo_352@04-05-2026_21-39-57.jpg,data/luxty_escort/group_118,g118_p1_photo_352@04-05-2026_21-39-57.jpg,0,147,492,627,1074,480,582,at_least_48,853,1280,face_scores/crops/data__luxty_escort__group_118__g118_p1_photo_352@04-05-2026_21-39-57__face_00__score_0.7964.jpg
93,0.8032271265983582,data/akykla/elena1/714874.jpg,data/akykla/elena1,714874.jpg,0,583,40,680,199,97,159,at_least_48,800,600,face_scores/crops/data__akykla__elena1__714874__face_00__score_0.8032.jpg
94,0.8053412437438965,data/akykla/elena1/488617.jpg,data/akykla/elena1,488617.jpg,0,204,0,340,193,136,193,at_least_48,600,800,face_scores/crops/data__akykla__elena1__488617__face_00__score_0.8053.jpg
95,0.8056413531303406,data/akykla/lana/580505.jpg,data/akykla/lana,580505.jpg,0,347,188,502,353,155,165,at_least_48,800,533,face_scores/crops/data__akykla__lana__580505__face_00__score_0.8056.jpg
96,0.8059900403022766,data/luxty_escort/group_203/g203_p2_photo_608@04-05-2026_21-43-11.jpg,data/luxty_escort/group_203,g203_p2_photo_608@04-05-2026_21-43-11.jpg,0,238,248,300,342,62,94,at_least_48,701,1114,face_scores/crops/data__luxty_escort__group_203__g203_p2_photo_608@04-05-2026_21-43-11__face_00__score_0.8060.jpg
97,0.8060580492019653,data/inter-escort/71/ftvy85md5m3q37sv30x2r3a6kfybd2aw.jpg,data/inter-escort/71,ftvy85md5m3q37sv30x2r3a6kfybd2aw.jpg,0,422,427,506,550,84,123,at_least_48,1028,1280,face_scores/crops/data__inter-escort__71__ftvy85md5m3q37sv30x2r3a6kfybd2aw__face_00__score_0.8061.jpg
98,0.8072488307952881,data/luxty_escort/group_154/g154_p2_photo_461@04-05-2026_21-41-07.jpg,data/luxty_escort/group_154,g154_p2_photo_461@04-05-2026_21-41-07.jpg,0,572,97,754,405,182,308,at_least_48,853,1280,face_scores/crops/data__luxty_escort__group_154__g154_p2_photo_461@04-05-2026_21-41-07__face_00__score_0.8072.jpg
99,0.8082218170166016,data/inter-escort/32/njhj1drabht6h505bpieo9uiakd18auw.jpg,data/inter-escort/32,njhj1drabht6h505bpieo9uiakd18auw.jpg,0,424,220,725,742,301,522,at_least_48,1125,1368,face_scores/crops/data__inter-escort__32__njhj1drabht6h505bpieo9uiakd18auw__face_00__score_0.8082.jpg
100,0.8102278709411621,data/luxty_escort/group_004/g004_p3_photo_12@04-05-2026_21-34-47.jpg,data/luxty_escort/group_004,g004_p3_photo_12@04-05-2026_21-34-47.jpg,0,238,172,353,294,115,122,at_least_48,544,816,face_scores/crops/data__luxty_escort__group_004__g004_p3_photo_12@04-05-2026_21-34-47__face_00__score_0.8102.jpg
101,0.8108307719230652,data/akykla/eva/209167.jpg,data/akykla/eva,209167.jpg,0,241,221,307,303,66,82,at_least_48,532,800,face_scores/crops/data__akykla__eva__209167__face_00__score_0.8108.jpg
102,0.8134419322013855,data/akykla/arina1/59997.jpg,data/akykla/arina1,59997.jpg,0,157,144,348,350,191,206,at_least_48,800,533,face_scores/crops/data__akykla__arina1__59997__face_00__score_0.8134.jpg
103,0.8142337799072266,data/akykla/lana/479309.jpg,data/akykla/lana,479309.jpg,0,13,298,256,557,243,259,at_least_48,533,800,face_scores/crops/data__akykla__lana__479309__face_00__score_0.8142.jpg
104,0.8146897554397583,data/luxty_escort/group_207/g207_p3_photo_621@04-05-2026_21-43-11.jpg,data/luxty_escort/group_207,g207_p3_photo_621@04-05-2026_21-43-11.jpg,0,424,418,511,517,87,99,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_207__g207_p3_photo_621@04-05-2026_21-43-11__face_00__score_0.8147.jpg
105,0.815373420715332,data/akykla/alina3/198456.jpg,data/akykla/alina3,198456.jpg,0,512,154,620,352,108,198,at_least_48,800,533,face_scores/crops/data__akykla__alina3__198456__face_00__score_0.8154.jpg
106,0.8172049522399902,data/luxty_escort/group_073/g073_p2_photo_218@04-05-2026_21-38-31.jpg,data/luxty_escort/group_073,g073_p2_photo_218@04-05-2026_21-38-31.jpg,0,110,636,315,828,205,192,at_least_48,683,1024,face_scores/crops/data__luxty_escort__group_073__g073_p2_photo_218@04-05-2026_21-38-31__face_00__score_0.8172.jpg
107,0.818057119846344,data/luxty_escort/group_211/g211_p3_photo_633@04-05-2026_21-43-11.jpg,data/luxty_escort/group_211,g211_p3_photo_633@04-05-2026_21-43-11.jpg,0,282,240,340,348,58,108,at_least_48,768,1024,face_scores/crops/data__luxty_escort__group_211__g211_p3_photo_633@04-05-2026_21-43-11__face_00__score_0.8181.jpg
108,0.8183814287185669,data/luxty_escort/group_144/g144_p3_photo_432@04-05-2026_21-41-07.jpg,data/luxty_escort/group_144,g144_p3_photo_432@04-05-2026_21-41-07.jpg,0,216,552,274,626,58,74,at_least_48,881,1280,face_scores/crops/data__luxty_escort__group_144__g144_p3_photo_432@04-05-2026_21-41-07__face_00__score_0.8184.jpg
109,0.8190270066261292,data/akykla/aleksa/121429.jpg,data/akykla/aleksa,121429.jpg,0,190,147,305,259,115,112,at_least_48,533,800,face_scores/crops/data__akykla__aleksa__121429__face_00__score_0.8190.jpg
110,0.819171667098999,data/akykla/mila1/733551.jpg,data/akykla/mila1,733551.jpg,0,207,7,389,345,182,338,at_least_48,534,800,face_scores/crops/data__akykla__mila1__733551__face_00__score_0.8192.jpg
111,0.8211925029754639,data/luxty_escort/group_078/g078_p1_photo_232@04-05-2026_21-38-31.jpg,data/luxty_escort/group_078,g078_p1_photo_232@04-05-2026_21-38-31.jpg,0,361,132,528,394,167,262,at_least_48,872,1280,face_scores/crops/data__luxty_escort__group_078__g078_p1_photo_232@04-05-2026_21-38-31__face_00__score_0.8212.jpg
112,0.8234882354736328,data/luxty_escort/group_165/g165_p2_photo_494@04-05-2026_21-41-08.jpg,data/luxty_escort/group_165,g165_p2_photo_494@04-05-2026_21-41-08.jpg,0,344,353,568,666,224,313,at_least_48,876,1191,face_scores/crops/data__luxty_escort__group_165__g165_p2_photo_494@04-05-2026_21-41-08__face_00__score_0.8235.jpg
113,0.8242671489715576,data/luxty_escort/group_120/g120_p2_photo_359@04-05-2026_21-39-57.jpg,data/luxty_escort/group_120,g120_p2_photo_359@04-05-2026_21-39-57.jpg,0,415,409,513,547,98,138,at_least_48,732,1214,face_scores/crops/data__luxty_escort__group_120__g120_p2_photo_359@04-05-2026_21-39-57__face_00__score_0.8243.jpg
114,0.8244244456291199,data/luxty_escort/group_168/g168_p1_photo_502@04-05-2026_21-42-16.jpg,data/luxty_escort/group_168,g168_p1_photo_502@04-05-2026_21-42-16.jpg,0,165,34,674,719,509,685,at_least_48,951,1280,face_scores/crops/data__luxty_escort__group_168__g168_p1_photo_502@04-05-2026_21-42-16__face_00__score_0.8244.jpg
115,0.827426016330719,data/luxty_escort/group_013/g013_p1_photo_37@04-05-2026_21-34-47.jpg,data/luxty_escort/group_013,g013_p1_photo_37@04-05-2026_21-34-47.jpg,0,119,255,616,762,497,507,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_013__g013_p1_photo_37@04-05-2026_21-34-47__face_00__score_0.8274.jpg
116,0.8279780149459839,data/akykla/masha/315246.jpg,data/akykla/masha,315246.jpg,0,211,53,402,380,191,327,at_least_48,800,534,face_scores/crops/data__akykla__masha__315246__face_00__score_0.8280.jpg
117,0.8281959295272827,data/luxty_escort/group_028/g028_p2_photo_83@04-05-2026_21-34-48.jpg,data/luxty_escort/group_028,g028_p2_photo_83@04-05-2026_21-34-48.jpg,0,352,231,482,386,130,155,at_least_48,744,1162,face_scores/crops/data__luxty_escort__group_028__g028_p2_photo_83@04-05-2026_21-34-48__face_00__score_0.8282.jpg
118,0.8312419056892395,data/luxty_escort/group_207/g207_p2_photo_620@04-05-2026_21-43-11.jpg,data/luxty_escort/group_207,g207_p2_photo_620@04-05-2026_21-43-11.jpg,0,248,325,347,432,99,107,at_least_48,617,986,face_scores/crops/data__luxty_escort__group_207__g207_p2_photo_620@04-05-2026_21-43-11__face_00__score_0.8312.jpg
119,0.8313458561897278,data/inter-escort/9/5u8krccgclr2dh43aozapfy5yzte99md.jpg,data/inter-escort/9,5u8krccgclr2dh43aozapfy5yzte99md.jpg,0,324,42,932,893,608,851,at_least_48,1243,1374,face_scores/crops/data__inter-escort__9__5u8krccgclr2dh43aozapfy5yzte99md__face_00__score_0.8313.jpg
120,0.8317172527313232,data/akykla/arina1/507416.jpg,data/akykla/arina1,507416.jpg,0,311,62,360,153,49,91,at_least_48,800,708,face_scores/crops/data__akykla__arina1__507416__face_00__score_0.8317.jpg
121,0.8327086567878723,data/luxty_escort/group_140/g140_p3_photo_420@04-05-2026_21-41-07.jpg,data/luxty_escort/group_140,g140_p3_photo_420@04-05-2026_21-41-07.jpg,0,590,228,746,496,156,268,at_least_48,853,1280,face_scores/crops/data__luxty_escort__group_140__g140_p3_photo_420@04-05-2026_21-41-07__face_00__score_0.8327.jpg
122,0.8349462151527405,data/inter-escort/40/ya9aqr9zxcrekc8s5i5n15okiv5nhmzx.jpg,data/inter-escort/40,ya9aqr9zxcrekc8s5i5n15okiv5nhmzx.jpg,0,503,391,1138,1130,635,739,at_least_48,1650,2048,face_scores/crops/data__inter-escort__40__ya9aqr9zxcrekc8s5i5n15okiv5nhmzx__face_00__score_0.8349.jpg
123,0.8360369801521301,data/akykla/alina3/160186.jpg,data/akykla/alina3,160186.jpg,0,217,73,282,175,65,102,at_least_48,533,800,face_scores/crops/data__akykla__alina3__160186__face_00__score_0.8360.jpg
124,0.836893618106842,data/akykla/alina1/876160.jpg,data/akykla/alina1,876160.jpg,0,46,2,166,142,120,140,at_least_48,534,800,face_scores/crops/data__akykla__alina1__876160__face_00__score_0.8369.jpg
125,0.8383159637451172,data/luxty_escort/group_033/g033_p2_photo_98@04-05-2026_21-34-48.jpg,data/luxty_escort/group_033,g033_p2_photo_98@04-05-2026_21-34-48.jpg,0,381,382,486,520,105,138,at_least_48,853,1280,face_scores/crops/data__luxty_escort__group_033__g033_p2_photo_98@04-05-2026_21-34-48__face_00__score_0.8383.jpg
126,0.8383814692497253,data/inter-escort/56/22arks0p0ir1p699efdahtegg6xzrvq2.jpg,data/inter-escort/56,22arks0p0ir1p699efdahtegg6xzrvq2.jpg,0,243,537,991,1417,748,880,at_least_48,1280,1920,face_scores/crops/data__inter-escort__56__22arks0p0ir1p699efdahtegg6xzrvq2__face_00__score_0.8384.jpg
127,0.8386927247047424,data/luxty_escort/groups_141_213/g141_p2_photo_422@04-05-2026_21-41-07.jpg,data/luxty_escort/groups_141_213,g141_p2_photo_422@04-05-2026_21-41-07.jpg,0,346,262,640,607,294,345,at_least_48,868,1280,face_scores/crops/data__luxty_escort__groups_141_213__g141_p2_photo_422@04-05-2026_21-41-07__face_00__score_0.8387.jpg
128,0.8393591046333313,data/inter-escort/32/jqns58uiblc4uqywdxzfleo4vkstp74a.jpg,data/inter-escort/32,jqns58uiblc4uqywdxzfleo4vkstp74a.jpg,0,460,307,766,645,306,338,at_least_48,1125,1340,face_scores/crops/data__inter-escort__32__jqns58uiblc4uqywdxzfleo4vkstp74a__face_00__score_0.8394.jpg
129,0.8399152755737305,data/inter-escort/32/cchq60q6l6ytifwto54z93rn217tk5cp.jpg,data/inter-escort/32,cchq60q6l6ytifwto54z93rn217tk5cp.jpg,0,150,257,388,503,238,246,at_least_48,1125,826,face_scores/crops/data__inter-escort__32__cchq60q6l6ytifwto54z93rn217tk5cp__face_00__score_0.8399.jpg
130,0.8403048515319824,data/akykla/aleksandra/418610.jpg,data/akykla/aleksandra,418610.jpg,0,136,53,309,308,173,255,at_least_48,533,800,face_scores/crops/data__akykla__aleksandra__418610__face_00__score_0.8403.jpg
131,0.8413065671920776,data/akykla/mila/36438.jpg,data/akykla/mila,36438.jpg,0,212,91,361,364,149,273,at_least_48,564,800,face_scores/crops/data__akykla__mila__36438__face_00__score_0.8413.jpg
132,0.8417437672615051,data/inter-escort/73/62bhd5res3zodfrmjxcdhf4w2pge667u.jpg,data/inter-escort/73,62bhd5res3zodfrmjxcdhf4w2pge667u.jpg,0,294,300,602,752,308,452,at_least_48,960,1200,face_scores/crops/data__inter-escort__73__62bhd5res3zodfrmjxcdhf4w2pge667u__face_00__score_0.8417.jpg
133,0.8427671790122986,data/luxty_escort/group_166/g166_p1_photo_496@04-05-2026_21-42-16.jpg,data/luxty_escort/group_166,g166_p1_photo_496@04-05-2026_21-42-16.jpg,0,531,337,783,585,252,248,at_least_48,854,1280,face_scores/crops/data__luxty_escort__group_166__g166_p1_photo_496@04-05-2026_21-42-16__face_00__score_0.8428.jpg
134,0.8449296951293945,data/inter-escort/73/60ly4nxhq5iswpjd7o14nnufx3i3337b.jpg,data/inter-escort/73,60ly4nxhq5iswpjd7o14nnufx3i3337b.jpg,0,329,247,435,371,106,124,at_least_48,960,1200,face_scores/crops/data__inter-escort__73__60ly4nxhq5iswpjd7o14nnufx3i3337b__face_00__score_0.8449.jpg
135,0.8459201455116272,data/luxty_escort/group_053/g053_p1_photo_157@04-05-2026_21-36-47.jpg,data/luxty_escort/group_053,g053_p1_photo_157@04-05-2026_21-36-47.jpg,0,127,158,282,413,155,255,at_least_48,588,997,face_scores/crops/data__luxty_escort__group_053__g053_p1_photo_157@04-05-2026_21-36-47__face_00__score_0.8459.jpg
136,0.8467690348625183,data/luxty_escort/group_073/g073_p3_photo_219@04-05-2026_21-38-31.jpg,data/luxty_escort/group_073,g073_p3_photo_219@04-05-2026_21-38-31.jpg,0,533,421,660,594,127,173,at_least_48,684,1024,face_scores/crops/data__luxty_escort__group_073__g073_p3_photo_219@04-05-2026_21-38-31__face_00__score_0.8468.jpg
137,0.8487585783004761,data/inter-escort/36/3yec2i7bwk2b6zo5oxrk2vcn07zn20wg.jpg,data/inter-escort/36,3yec2i7bwk2b6zo5oxrk2vcn07zn20wg.jpg,0,387,115,1056,939,669,824,at_least_48,1085,1374,face_scores/crops/data__inter-escort__36__3yec2i7bwk2b6zo5oxrk2vcn07zn20wg__face_00__score_0.8488.jpg
138,0.8491794466972351,data/luxty_escort/groups_068_153/g068_p2_photo_203@04-05-2026_21-38-31.jpg,data/luxty_escort/groups_068_153,g068_p2_photo_203@04-05-2026_21-38-31.jpg,0,270,82,515,438,245,356,at_least_48,720,1280,face_scores/crops/data__luxty_escort__groups_068_153__g068_p2_photo_203@04-05-2026_21-38-31__face_00__score_0.8492.jpg
139,0.8495772480964661,data/inter-escort/74/oj5ffi2dcemcnblnb29fnkcozv21sbx9.jpg,data/inter-escort/74,oj5ffi2dcemcnblnb29fnkcozv21sbx9.jpg,0,457,169,528,281,71,112,at_least_48,756,1024,face_scores/crops/data__inter-escort__74__oj5ffi2dcemcnblnb29fnkcozv21sbx9__face_00__score_0.8496.jpg
140,0.8504733443260193,data/akykla/mila/27069.jpg,data/akykla/mila,27069.jpg,0,305,80,407,222,102,142,at_least_48,547,800,face_scores/crops/data__akykla__mila__27069__face_00__score_0.8505.jpg
141,0.8525822162628174,data/inter-escort/36/c5jn0cds3s3h8seu46zh6w56mfb88i58.jpg,data/inter-escort/36,c5jn0cds3s3h8seu46zh6w56mfb88i58.jpg,0,303,50,1025,934,722,884,at_least_48,1242,1520,face_scores/crops/data__inter-escort__36__c5jn0cds3s3h8seu46zh6w56mfb88i58__face_00__score_0.8526.jpg
142,0.8529998660087585,data/luxty_escort/group_190/g190_p3_photo_570@04-05-2026_21-42-17.jpg,data/luxty_escort/group_190,g190_p3_photo_570@04-05-2026_21-42-17.jpg,0,409,194,692,451,283,257,at_least_48,828,552,face_scores/crops/data__luxty_escort__group_190__g190_p3_photo_570@04-05-2026_21-42-17__face_00__score_0.8530.jpg
143,0.8544065356254578,data/akykla/arina/910798.jpg,data/akykla/arina,910798.jpg,0,638,168,734,284,96,116,at_least_48,800,533,face_scores/crops/data__akykla__arina__910798__face_00__score_0.8544.jpg
144,0.8549789786338806,data/luxty_escort/group_049/g049_p3_photo_147@04-05-2026_21-36-46.jpg,data/luxty_escort/group_049,g049_p3_photo_147@04-05-2026_21-36-46.jpg,0,357,254,605,516,248,262,at_least_48,801,1207,face_scores/crops/data__luxty_escort__group_049__g049_p3_photo_147@04-05-2026_21-36-46__face_00__score_0.8550.jpg
145,0.8556276559829712,data/akykla/alina2/356232.jpg,data/akykla/alina2,356232.jpg,0,555,69,633,170,78,101,at_least_48,800,534,face_scores/crops/data__akykla__alina2__356232__face_00__score_0.8556.jpg
146,0.8575478792190552,data/luxty_escort/group_188/g188_p2_photo_563@04-05-2026_21-42-17.jpg,data/luxty_escort/group_188,g188_p2_photo_563@04-05-2026_21-42-17.jpg,0,411,341,637,620,226,279,at_least_48,853,1280,face_scores/crops/data__luxty_escort__group_188__g188_p2_photo_563@04-05-2026_21-42-17__face_00__score_0.8575.jpg
147,0.8582188487052917,data/luxty_escort/group_216/g216_p1_photo_646@04-05-2026_21-43-11.jpg,data/luxty_escort/group_216,g216_p1_photo_646@04-05-2026_21-43-11.jpg,0,329,385,450,605,121,220,at_least_48,721,1225,face_scores/crops/data__luxty_escort__group_216__g216_p1_photo_646@04-05-2026_21-43-11__face_00__score_0.8582.jpg
148,0.8583974242210388,data/luxty_escort/groups_009_059_150/g009_p2_photo_26@04-05-2026_21-34-47.jpg,data/luxty_escort/groups_009_059_150,g009_p2_photo_26@04-05-2026_21-34-47.jpg,0,362,196,499,406,137,210,at_least_48,802,1267,face_scores/crops/data__luxty_escort__groups_009_059_150__g009_p2_photo_26@04-05-2026_21-34-47__face_00__score_0.8584.jpg
149,0.8590600490570068,data/luxty_escort/groups_009_059_150/g150_p2_photo_449@04-05-2026_21-41-07.jpg,data/luxty_escort/groups_009_059_150,g150_p2_photo_449@04-05-2026_21-41-07.jpg,0,364,196,499,405,135,209,at_least_48,960,1280,face_scores/crops/data__luxty_escort__groups_009_059_150__g150_p2_photo_449@04-05-2026_21-41-07__face_00__score_0.8591.jpg
150,0.8596838712692261,data/inter-escort/22/cp6crrml3bgnuyqwii73bbry7rktlziu.jpg,data/inter-escort/22,cp6crrml3bgnuyqwii73bbry7rktlziu.jpg,0,225,136,850,976,625,840,at_least_48,1243,1499,face_scores/crops/data__inter-escort__22__cp6crrml3bgnuyqwii73bbry7rktlziu__face_00__score_0.8597.jpg
151,0.8605461716651917,data/luxty_escort/group_189/g189_p1_photo_565@04-05-2026_21-42-17.jpg,data/luxty_escort/group_189,g189_p1_photo_565@04-05-2026_21-42-17.jpg,0,218,189,554,622,336,433,at_least_48,851,1280,face_scores/crops/data__luxty_escort__group_189__g189_p1_photo_565@04-05-2026_21-42-17__face_00__score_0.8605.jpg
152,0.8605899810791016,data/luxty_escort/group_136/g136_p3_photo_408@04-05-2026_21-41-06.jpg,data/luxty_escort/group_136,g136_p3_photo_408@04-05-2026_21-41-06.jpg,0,285,182,404,325,119,143,at_least_48,711,1041,face_scores/crops/data__luxty_escort__group_136__g136_p3_photo_408@04-05-2026_21-41-06__face_00__score_0.8606.jpg
153,0.860695481300354,data/akykla/alina1/557861.jpg,data/akykla/alina1,557861.jpg,0,596,134,702,239,106,105,at_least_48,800,562,face_scores/crops/data__akykla__alina1__557861__face_00__score_0.8607.jpg
154,0.8607880473136902,data/luxty_escort/group_050/g050_p2_photo_149@04-05-2026_21-36-47.jpg,data/luxty_escort/group_050,g050_p2_photo_149@04-05-2026_21-36-47.jpg,0,569,475,662,612,93,137,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_050__g050_p2_photo_149@04-05-2026_21-36-47__face_00__score_0.8608.jpg
155,0.8612895011901855,data/luxty_escort/group_157/g157_p1_photo_469@04-05-2026_21-41-07.jpg,data/luxty_escort/group_157,g157_p1_photo_469@04-05-2026_21-41-07.jpg,0,269,179,596,594,327,415,at_least_48,857,1280,face_scores/crops/data__luxty_escort__group_157__g157_p1_photo_469@04-05-2026_21-41-07__face_00__score_0.8613.jpg
156,0.8613370656967163,data/luxty_escort/group_170/g170_p2_photo_509@04-05-2026_21-42-16.jpg,data/luxty_escort/group_170,g170_p2_photo_509@04-05-2026_21-42-16.jpg,0,267,123,455,312,188,189,at_least_48,683,1024,face_scores/crops/data__luxty_escort__group_170__g170_p2_photo_509@04-05-2026_21-42-16__face_00__score_0.8613.jpg
